id,name,lat,lon,staff_email_domain,website,street,postcode,city,state
1737,Elbe-Jeetzel-Klinik,53.0827311,11.079384,elbe-jeetzel-klinik.de,https://www.elbe-jeetzel-klinik.de/,Hermann-Löns-Straße,29451,Dannenberg (Elbe),Niedersachsen
1738,Albert-Schweitzer-Therapeutikum Holzminden,51.8243044,9.483123,familienwerk.info,https://www.familienwerk.info/einrichtungen/klinik-holzminden,Pipping,37603,Holzminden,Niedersachsen
1739,Krankenhaus Land Hadeln,53.8122382,8.8879515,khlh.de,https://www.krankenhaus-land-hadeln.de/,,,,Niedersachsen
1740,Johanniter Stift Elze,52.1161907,9.7360844,johanniter.de,https://www.johanniter.de/johanniter-seniorenhaeuser/standorte/johanniter-stift-elze/,Sehlder Straße,31008,Elze,Niedersachsen
1741,UMG - Augenheilkunde (Standort Hainberg),51.534065,9.946853,,,Wagnerstraße,37085,Göttingen,Niedersachsen
1742,Cochlear Implant Centrum,52.3933322,9.7871118,hka.de,http://www.cic-hannover.de/,Gehägestraße,,,Niedersachsen
1743,Kinder- und Jugendpsychiatrie Marien Hospital Papenburg Aschendorf,53.0510074,7.3293276,hospital-papenburg.de,https://www.marien-hospital-papenburg.de/medizin-pflege/fachabteilungen/kinder-jugendpsychiatrie/willkommen/kinder-jugendpsychiatrie.html,Marienstraße,26871,Papenburg,Niedersachsen
1744,Marienstift,52.2586934,10.547903,neuerkerode.de,https://www.neuerkerode.de/krankenhaus-marienstift/,Helmstedter Straße,38102,Braunschweig,Niedersachsen
1745,Dr. K.-W. Heimberg,53.6988875,7.6965899,,,Nordseestraße,26427,Neuharlingersiel,Niedersachsen
1746,Lebenshilfe Reinsdorf,52.1558258,11.0423135,,,Schwalbenweg,38372,Büddenstedt,Niedersachsen
1747,St.-Marien-Hospital,53.0218638,7.8543947,marienstift-friesoythe.de,https://www.marienstift-friesoythe.de/st--marien-hospital,,,,Niedersachsen
1748,Psych-Dorf,52.3367745,9.9451485,,,Zum Kreisel,31319,Sehnde,Niedersachsen
1749,Fachklinik Oerrel,52.6839906,10.5706652,haus-niedersachsen.de,http://www.haus-niedersachsen.de/auf-einen-blick-oerrel.html,Feldstraße,29386,Dedelstorf,Niedersachsen
1750,Agaplesion Evangelisches Klinikum Schaumburg gGmbH,52.2641171,9.1051577,ksl.agaplesion.de,https://www.ev-klinikum-schaumburg.de,Zum Schaumburger Klinikum,31683,Obernkirchen,Niedersachsen
1751,Fachklinik Oldenburger Land,52.9617585,8.3945491,dw-ol.de,https://www.dw-ol.de/pages/einrichtungen/microsites/fachklinik-oldenburger-land_de/index.html,Neerstedter Straße,27801,Dötlingen,Niedersachsen
1752,MEDICLIN Klinikum Soltau,52.9940633,9.857497,mediclin.de,https://www.klinikum-soltau.de/,,,,Niedersachsen
1753,Dr. Fontheim Mentale Gesundheit,52.0230238,10.4316145,fontheim.de,https://www.fontheim.de/,Lindenstraße,38704,Liebenburg,Niedersachsen
1754,Johanneum,52.8937399,8.4321973,krankenhausjohanneum.de,https://krankenhausjohanneum.de/,Feldstraße,27793,Wildeshausen,Niedersachsen
1755,Burghof-Klinik Haus 3,52.2042912,9.0735069,,,Virchowstraße,31737,Rinteln,Niedersachsen
1756,Rehaklinik Zorge für Mutter-Vater-Kind,51.6145894,10.6225987,,,Schlesierstraße,37445,Walkenried,Niedersachsen
1757,Kinderhospital Osnabrück,52.2518192,8.0646915,,,Iburger Straße,49082,Osnabrück,Niedersachsen
1758,Haus Hagenberg,52.0262567,10.6076614,paritaetischer-bs.de,https://www.paritaetischer-bs.de/angebote/sucht-und-drogen/haus-hagenberg/,Auf dem Hagenberg,38315,Schladen-Werla,Niedersachsen
1759,Barbarossa Klinik,51.877793,10.5632176,barbarossa-klinik.de,https://michelskliniken.de/kliniken/barbarossa-klinik/ihre-klinik/,Herzog-Julius-Straße,,,Niedersachsen
1760,Hümmling Hospital Sögel,52.8435091,7.519361,hospital-soegel.de,https://www.hümmling-hospital-sögel.de/,Mühlenstraße,49751,Sögel,Niedersachsen
1761,Sanatorium Dr. Barner,51.7294003,10.6179669,,,Dr.-Barner-Straße,38700,Braunlage,Niedersachsen
1762,BürgerGesundheitsPark,51.8736883,10.0267767,buergergesundheitspark.de,https://www.buergergesundheitspark.de/,Albert-Rohloff-Straße,37581,Bad Gandersheim,Niedersachsen
1763,OsteMed MVZ Zeven,53.3028888,9.2839316,ostemed.de,https://www.ostemed-mvz-zeven.de/,,,,Niedersachsen
1764,Rehbergklinik,51.7113626,10.540963,,,,,,Niedersachsen
1765,St. Martini Krankenhaus,51.5170276,10.2465133,vinzenz-verbund.de,https://www.vinzenz-verbund.de/martini-duderstadt/,Göttinger Straße,37115,Duderstadt,Niedersachsen
1766,Marien Hospital Papenburg Aschendorf,53.0753374,7.3945511,hospital-papenburg.de,https://www.marien-hospital-papenburg.de/,Hauptkanal rechts,26871,Papenburg,Niedersachsen
1767,Helios Klinik Wesermarsch,53.4559446,8.4417882,helios-gesundheit.de,https://www.helios-gesundheit.de/kliniken/wesermarsch/,,,,Niedersachsen
1768,Seepark Klinik,52.8235299,10.6830582,seepark-klinik.de,http://www.seepark-klinik.de,Sebastian-Kneipp-Straße,29389,Bad Bodenteich,Niedersachsen
1769,VITREA Klinik am See Bad Gandersheim,51.8689875,10.0415911,,,,,,Niedersachsen
1770,St. Franziskus Hospital,52.6644819,8.2412629,franziskushospital-lohne.de,https://www.franziskushospital-lohne.de,,,,Niedersachsen
1771,Klinik am Zuckerberg,52.2418479,10.5294111,klinik-am-zuckerberg.de,https://www.klinik-am-zuckerberg.de/,Zuckerbergweg,38124,Braunschweig,Niedersachsen
1772,Stiftung Gertrudenheim,53.1577037,8.2183474,,,Friesenstraße,26121,Oldenburg,Niedersachsen
1773,Nordseeklinik,53.5885479,6.6586671,,,,,,Niedersachsen
1774,St. Josefs-Hospital,52.8472656,8.0405804,josefshospital-cloppenburg.de,https://www.josefshospital-cloppenburg.de,Krankenhausstraße,49661,Cloppenburg,Niedersachsen
1775,Hans-Susemihl-Krankenhaus,53.3755565,7.2139931,klinikum-emden.de,https://www.anevita.de/kliniken/klinik-emden,Bolardusstraße,26721,Emden,Niedersachsen
1776,HELIOS Klinikum Uelzen,52.9719728,10.5321513,helios-kliniken.de,https://www.helios-kliniken.de/klinik/uelzen.html,Hagenskamp,29525,Uelzen,Niedersachsen
1777,Kinderzentrum Oldenburg,53.1102468,8.2104133,kinderzentrum-oldenburg.de,https://www.kinderzentrum-oldenburg.de/,Cloppenburger Straße,26133,,Niedersachsen
1778,St. Martinus,51.2115753,6.7606506,,,,,,Nordrhein-Westfalen
1779,Krankenhaus Bethanien,51.1379978,7.0126699,diakonie-bethanien.de,https://www.diakonie-bethanien.de/,Aufderhöher Straße,,,Nordrhein-Westfalen
1780,"LVR-Klinik Köln, Mülheim",50.9631915,7.0037081,,,Adamsstraße,51063,Köln,Nordrhein-Westfalen
1781,Privatklinik Eschweiler,50.8183212,6.2385482,privatklinik-eschweiler.de,https://www.privatklinik-eschweiler.de,Röher Straße,52249,Eschweiler,Nordrhein-Westfalen
1782,Klinik für Kinder- und Jugendmedizin,51.6691324,7.828988,,,,,,Nordrhein-Westfalen
1783,Wilfried-Rasch-Klinik,51.5082186,7.5548938,lwl-forensik-dortmund.de,https://www.lwl-forensik-dortmund.de/,Leni-Rommel-Straße,44287,Dortmund,Nordrhein-Westfalen
1784,Privatklinik Prof. Lenz,50.9364373,6.7748579,,,,,,Nordrhein-Westfalen
1785,Tagesklinik Walstedde,51.7618409,7.7934557,,,,,,Nordrhein-Westfalen
1786,Fachkrankenhaus Kloster Grafschaft,51.1442407,8.3243853,fkkg.de,https://www.krankenhaus-klostergrafschaft.de/,,,,Nordrhein-Westfalen
1787,Klinik am Ring,50.9312366,6.9411745,,,Hohenstaufenring,50674,Köln,Nordrhein-Westfalen
1788,Christophorus Kliniken Coesfeld,51.9441642,7.1700403,christophorus-kliniken.de,https://christophorus-kliniken.de/,Südring,48653,Coesfeld,Nordrhein-Westfalen
1789,Palliativstation,51.5364042,7.6851426,,,Obere Husemannstraße,59423,Unna,Nordrhein-Westfalen
1790,Ambulantes OP-Zentrum Zülpich,50.6915387,6.6499293,kkhm.de,https://www.kkhm.de/einrichtungen/ambulantes-op-zentrum,Kölnstraße,53909,Zülpich,Nordrhein-Westfalen
1791,Rehazentrum Burgerland GmbH,51.2379255,7.1020061,,,Sonnborner Ufer,42327,Wuppertal,Nordrhein-Westfalen
1792,Krankenhaus Elbroich - Tagesklinik für Psychiatrie und Psychotherapie,51.1941919,6.8111248,,,,,,Nordrhein-Westfalen
1793,Interdisziplinäre Frühförderstelle IFF,51.652433,6.6129454,,,,,,Nordrhein-Westfalen
1794,Klinikum Ibbenbüren,52.278612,7.71381,mathias-medizin.de,https://www.mathias-medizin.de/leistungen-einrichtungen/einrichtungen/klinikum-ibbenbueren,Große Straße,49477,Ibbenbüren,Nordrhein-Westfalen
1795,Florence-Nightingale-Krankenhaus,51.3003466,6.7493957,florence-nightingale-krankenhaus.de,https://www.florence-nightingale-krankenhaus.de/,,,,Nordrhein-Westfalen
1796,Krankenhaus Elbroich,51.1745154,6.8249818,krankenhaus-elbroich.de,https://www.krankenhaus-elbroich.de/,Am Falder,40589,Düsseldorf,Nordrhein-Westfalen
1797,Dr. Becker Klinik Juliana,51.309814,7.2379577,dbkg.de,https://www.dbkg.de/kliniken/klinik-juliana,,,,Nordrhein-Westfalen
1798,Luisenkrankenhaus,51.2347233,6.8208559,medical-center-duesseldorf.de,https://www.medical-center-duesseldorf.de/luisenkrankenhaus-2,Luise-Rainer-Straße,40235,Düsseldorf,Nordrhein-Westfalen
1799,"Fachklinik Curt-von-Knobelsdorff-Haus, Blaues Kreuz Diakoniewerk mGmbH",51.2050628,7.3480612,blaues-kreuz.de,https://www.blaues-kreuz.de/de/rheinland/radevormwald/fachklinik-curt-von-knobelsdorff-haus/das-haus/,Hermannstraße,42477,Radevormwald,Nordrhein-Westfalen
1800,Cellitinnen-Marienborn Fachklinik für Psychiatrie und Psychotherapie,50.6837556,6.6449733,marienborn-psychiatrie.de,https://www.marienborn-psychiatrie.de/,Luxemburger Straße,53909,Zülpich,Nordrhein-Westfalen
1801,PhysioSport Performance Athletic Center,50.9709807,7.0158376,physiosportkoeln.de,https://physiosportkoeln.de/,Schanzenstraße,51063,Köln,Nordrhein-Westfalen
1802,Hospital zum Hl. Geist,51.3630017,6.4116776,,,,,,Nordrhein-Westfalen
1803,Willibrord-Spital,51.8328956,6.2386321,,,Lilienstraße,46446,Emmerich am Rhein,Nordrhein-Westfalen
1804,Diabeteszentrum Bochum/Hattingen,51.4049169,7.2228327,endokrinologie-hattingen.de,http://www.endokrinologie-hattingen.de,Im Vogelsang,45527,Hattingen,Nordrhein-Westfalen
1805,Notaufnahme liegend,51.3810848,6.7854008,,,,,,Nordrhein-Westfalen
1806,Augusta-Kranken-Anstalt Bochum-Linden,51.4242013,7.1584019,,,,,,Nordrhein-Westfalen
1807,GFO Kliniken Troisdorf Betriebsstätte St. Josef Troisdorf,50.8174585,7.1602286,,,,,,Nordrhein-Westfalen
1808,LVR-Klinikum Düsseldorf für Psychiatrie und Psychotherapie,51.2437226,6.8442609,,,Bergische Landstraße,40629,Düsseldorf,Nordrhein-Westfalen
1809,Lukaskrankenhaus,51.1915587,6.6719386,lukasneuss.de,https://www.lukasneuss.de/,Preußenstraße,41464,Neuss,Nordrhein-Westfalen
1810,Evangelische Kliniken,51.509759,7.0889406,,,,,,Nordrhein-Westfalen
1811,Sana Kliniken Düsseldorf Gerresheim,51.24332,6.855374,sana-gerresheim.de,https://www.sana-gerresheim.de/,Gräulinger Straße,40625,Düsseldorf,Nordrhein-Westfalen
1812,St. Vinzenz Hospital,50.9668479,6.9458978,vinzenz-hospital.de,https://www.vinzenz-hospital.de/,Merheimer Straße,50733,Köln,Nordrhein-Westfalen
1813,Remigius-Krankenhaus-Opladen,51.0681805,7.0054361,remigius.de,https://www.remigius.de/,An St. Remigius,51379,Leverkusen,Nordrhein-Westfalen
1814,St. Christophorus-Krankenhaus,51.6752528,7.616585,krankenhaus-werne.de,https://www.krankenhaus-werne.de/,,,,Nordrhein-Westfalen
1815,Kinderklinik,51.7681276,7.8841868,,,,,,Nordrhein-Westfalen
1816,LWL Ambulante Jugendpsychiatrie,51.6171539,7.5902013,,,,,,Nordrhein-Westfalen
1817,LWL-Universitätsklinik Hamm,51.6853579,7.8625228,,,Heithofer Allee,59071,Hamm,Nordrhein-Westfalen
1818,MEDIAN Klinik Dormagen,51.099723,6.8161483,median-kliniken.de,https://www.median-kliniken.de/,Kurt-Tucholsky-Straße,41539,Dormagen,Nordrhein-Westfalen
1819,Evangelisches Krankenhaus Essen-Steele,51.4419557,7.0613849,kem-med.com,https://www.kliniken.de/krankenhaus/kem-i-kliniken-essen-mitte-standort-steele-1057K.html,Am Deimelsberg,45276,Essen,Nordrhein-Westfalen
1820,St.Josef Krankenhaus,51.3916489,7.0855385,,,Heidbergweg,45257,Essen,Nordrhein-Westfalen
1821,St. Josef-Hospital Gelsenkirchen-Horst,51.5411287,7.0277616,,,,,,Nordrhein-Westfalen
1822,Helios St. Elisabeth Klinik,51.4614653,6.8546089,,,,,,Nordrhein-Westfalen
1823,Evangelisches Krankenhaus Bethesda,51.1990776,6.4246818,,,,,,Nordrhein-Westfalen
1824,St. Lucia,51.963272,8.2253845,sankt-elisabeth-hospital.de,https://www.sankt-elisabeth-hospital.de/de/medizin/fachbereiche/geriatrie.php,Dechant-Budde-Weg,33428,Harsewinkel,Nordrhein-Westfalen
1825,Klinik Porta Westfalica,52.1989767,8.805738,,,Steinstraße,32547,Bad Oeynhausen,Nordrhein-Westfalen
1826,Aatalklinik,51.5173063,8.7015778,aatalklinik.de,https://www.aatalklinik.de,,,,Nordrhein-Westfalen
1827,Auguste-Viktoria-Klinik,52.2073319,8.7869673,,,Am Kokturkanal,32545,Bad Oeynhausen,Nordrhein-Westfalen
1828,Klinik am Rosengarten,52.1999327,8.792604,klinikamrosengarten.de,https://www.klinikamrosengarten.de,,,,Nordrhein-Westfalen
1829,LWL-Klinik Dortmund Elisabeth-Klinik,51.5026753,7.547476,lwl-jugendpsychiatrie-dortmund.de,https://www.lwl-jugendpsychiatrie-dortmund.de/,,,,Nordrhein-Westfalen
1830,Kreiskrankenhaus Waldbröl,50.8781432,7.6313965,,,Dr.-Goldenbogen-Straße,51545,Waldbröl,Nordrhein-Westfalen
1831,Sankt Vincenz Frauen- und Kinderklinik Sankt Louise,51.7087817,8.7645748,,,,,,Nordrhein-Westfalen
1832,Ruhrlandklinik,51.3629089,6.9895264,ruhrlandklinik.uk-essen.de,http://www.ruhrlandklinikhausderlunge.de,Tüschener Weg,45239,Essen,Nordrhein-Westfalen
1833,Klinik für Manuelle Therapie Haus 2/3,51.6910707,7.8499028,,,Ostenallee,59071,Hamm,Nordrhein-Westfalen
1834,LWL-Klinik Marsberg,51.4577438,8.8397187,lwl-klinik-marsberg.de,https://www.lwl-klinik-marsberg.de/,,,,Nordrhein-Westfalen
1835,Bethesda Krankenhaus,50.8993187,7.8647381,,,Euelsbruchstraße,57258,Freudenberg,Nordrhein-Westfalen
1836,Paracelsus-Klinik Golzheim,51.2544319,6.7595047,paracelsus-kliniken.de,https://www.paracelsus-kliniken.de/duesseldorf.html,Friedrich-Lau-Straße,40474,Düsseldorf,Nordrhein-Westfalen
1837,Artemed Fachklinik,52.2038558,8.8048911,artemed-oeynhausen.de,https://www.artemed-oeynhausen.de/,,,,Nordrhein-Westfalen
1838,Klinik am Korso,52.2015943,8.7992434,klinik-am-korso.de,https://www.klinik-am-korso.de/#_,Ostkorso,32545,Bad Oeynhausen,Nordrhein-Westfalen
1839,Krankenhaus der Augustinerinnen „Klösterchen“,50.9248651,6.9570199,,,Jakobstraße,50678,Köln,Nordrhein-Westfalen
1840,Johanniter-Kliniken Bonn – Waldkrankenhaus,50.6822036,7.1283967,johanniter.de,https://www.johanniter.de/johanniter-kliniken/johanniter-kliniken-bonn/,Waldstraße,53177,Bonn,Nordrhein-Westfalen
1841,Alexianer-Krankenhaus Köln,50.8978869,7.042654,,,,,,Nordrhein-Westfalen
1842,Celenus Klinik für Neurologie Hilchenbach,50.9984077,8.1148667,klinik-hilchenbach.de,https://www.celenus-kliniken.de/hilchenbach/,Ferndorfstraße,57271,Hilchenbach,Nordrhein-Westfalen
1843,Huyssens-Stiftung - Kliniken Essen-Mitte,51.4411514,7.0300314,,,,,,Nordrhein-Westfalen
1844,Knappschaft Kliniken Dortmund,51.5197496,7.5333304,knappschaft-kliniken.de,https://www.knappschaft-kliniken.de/dortmund/,Am Knappschaftskrankenhaus,44309,Dortmund,Nordrhein-Westfalen
1845,St. Marienhospital Birkesdorf,50.8223937,6.4668872,ct-west.de,https://www.marien-hospital-dueren.de/,Hospitalstraße,52353,Düren,Nordrhein-Westfalen
1846,St. Marien-Krankenhaus Ahaus,52.0687879,6.9931937,klinikum-westmuensterland.de,https://www.klinikum-westmuensterland.de/ahaus/,Wüllener Straße,48683,Ahaus,Nordrhein-Westfalen
1847,Alfried Krupp Krankenhaus Steele,51.4500988,7.0916184,,,,,,Nordrhein-Westfalen
1848,VITREA Klinik Hattingen,51.389925,7.216765,,,,,,Nordrhein-Westfalen
1849,Mathias-Spital (Klinikum Rheine),52.2759896,7.4257392,mathias-spital.de,https://www.mathias-spital.com/,Frankenburgstraße,48431,Rheine,Nordrhein-Westfalen
1850,Krankenhaus Porz am Rhein,50.8921931,7.0502406,,,,,,Nordrhein-Westfalen
1851,Klinik Lindenplatz,51.5949056,8.176583,,,Weslarner Straße,59505,Bad Sassendorf,Nordrhein-Westfalen
1852,Klinik Wiesengrund,51.59209,8.1727088,,,Wiesenstraße,59505,Bad Sassendorf,Nordrhein-Westfalen
1853,LVR-Klinik Langenfeld,51.0949877,6.9627374,,,,,,Nordrhein-Westfalen
1854,Alfried-Krupp-Krankenhaus,51.4265137,7.008338,,,,,,Nordrhein-Westfalen
1855,Praxisklinik Haan,51.1988689,7.0207852,diepraxiskliniken.de,https://www.diepraxiskliniken.de/,Robert-Koch-Straße,42781,Haan,Nordrhein-Westfalen
1856,Aggertalklinik Engelskirchen,50.9873221,7.3837234,,,,,,Nordrhein-Westfalen
1857,ev. Krankenhaus Hattingen,51.3934037,7.1930615,krankenhaus-hattingen.de,http://www.augusta-bochum.de/,,,,Nordrhein-Westfalen
1858,St.-Katharinen - Hospital,50.9228673,6.8096778,,,,,,Nordrhein-Westfalen
1859,Klinik Quellenhof,51.5924426,8.1535886,,,Hepper Straße,59505,Bad Sassendorf,Nordrhein-Westfalen
1860,Klinik Königsfeld,51.2760807,7.3309653,klinik-koenigsfeld.de,https://www.klinik-koenigsfeld.de/,Holthauser Talstraße,58256,Ennepetal,Nordrhein-Westfalen
1861,Agaplesion Klinikum Hagen,51.3546556,7.4664931,agaplesion.de,https://www.akh-hagen.de,,,,Nordrhein-Westfalen
1862,Sankt Elisabeth Hospital,51.8824224,8.3814439,sankt-elisabeth-hospital.de,https://www.sankt-elisabeth-hospital.de/,Stadtring Kattenstroth,33332,Gütersloh,Nordrhein-Westfalen
1863,St. Hildegardis Krankenhaus,50.9318445,6.9238012,,,,,,Nordrhein-Westfalen
1864,Fachklinik für Suchterkrankungen,50.8856793,6.8680309,,,Willy-Brandt-Platz,50354,Hürth,Nordrhein-Westfalen
1865,Klinik am Hellweg,51.5877663,8.1684542,,,Bismarckstraße,59505,Bad Sassendorf,Nordrhein-Westfalen
1866,AMEOS Klinikum St. Clemens,51.5179265,6.8449462,ameos.eu,https://www.ameos.eu/standorte/ameos-west/oberhausen/ameos-klinikum-st-clemens-oberhausen/,,,,Nordrhein-Westfalen
1867,Fachklinik Im Deerth,51.3375788,7.448157,,,,,,Nordrhein-Westfalen
1868,Helios Klinikum Krefeld,51.3206185,6.5675991,,,,,,Nordrhein-Westfalen
1869,Klinik im Park,51.1643533,6.9383058,remigius-klinikimpark.de,https://remigius-klinikimpark.de/,Hagelkreuzstraße,40721,Hilden,Nordrhein-Westfalen
1870,St. Vinzenz-Krankenhaus,51.2424958,6.7913819,,,Schloßstraße,40477,Düsseldorf,Nordrhein-Westfalen
1871,Knappschaft Kliniken Kamen,51.595427,7.6626895,,,Nordstraße,59174,Kamen,Nordrhein-Westfalen
1872,Kreiskrankenhaus Grevenbroich St. Elisabeth,51.0910803,6.5937835,kkh-ne.de,http://gv.rkn-kliniken.de/,Von-Werth-Straße,41515,Grevenbroich,Nordrhein-Westfalen
1873,Kliniken St. Antonius - Petrus Krankenhaus,51.2759479,7.1909085,,,,,,Nordrhein-Westfalen
1874,Alexianer Münster GmbH,51.8772642,7.5638781,,,Alexianerweg,,,Nordrhein-Westfalen
1875,Clemenshospital,51.9324405,7.6140017,alexianer.de,https://clemenshospital.de,Düesbergweg,48153,Münster,Nordrhein-Westfalen
1876,Marien Kliniken Siegen,50.8790914,8.0298466,mariengesellschaft.de,https://www.marien-kliniken.de,Kampenstraße,57072,Siegen,Nordrhein-Westfalen
1877,Fliedner Tagesklinik,51.3173413,7.3378236,,,Sudfeldstraße,58285,Gevelsberg,Nordrhein-Westfalen
1878,St. Johannes-Hospital,51.4504518,7.9639921,joho-arnsberg.de,http://www.joho-arnsberg.de,Springufer,59755,Arnsberg,Nordrhein-Westfalen
1879,Lungenklinik Hemer,51.3927624,7.7654113,,,,,,Nordrhein-Westfalen
1880,Klinikum Siegen,50.9024873,8.0205265,klinikum-siegen.de,https://www.klinikum-siegen.de,Weidenauer Straße,57076,,Nordrhein-Westfalen
1881,DGD Stadtklinik Hemer,51.3903088,7.7574648,,,,,,Nordrhein-Westfalen
1882,Jakobi-Krankenhaus (Klinikum Rheine),52.2728965,7.444489,jakobi-krankenhaus.de,https://www.mathias-spital.com,Hörstkamp,48431,Rheine,Nordrhein-Westfalen
1883,Landesklinik Marienheide - Zentrum für seelische Gesundheit,51.0759619,7.5236851,,,Leppestraße,51709,Marienheide,Nordrhein-Westfalen
1884,Tagesklinik Bedburg,50.9987685,6.577229,,,Augustinerallee,50181,Bedburg,Nordrhein-Westfalen
1885,Ev. Krankenhaus Hagen-Haspe,51.3475519,7.4124516,,,,,,Nordrhein-Westfalen
1886,Knappschaftskrankenhaus,51.5151179,6.9070596,,,,,,Nordrhein-Westfalen
1887,St.Vincenz-Krankenhaus Datteln,51.6518374,7.3449656,,,Rottstraße,45711,Datteln,Nordrhein-Westfalen
1888,Niederrhein-Klinik Korschenbroich,51.1922557,6.5195938,niederrhein-klinik.de,https://www.niederrhein-klinik.de/,Regentenstraße,41352,Korschenbroich,Nordrhein-Westfalen
1889,Mathilden-Hospital Herford,52.1120115,8.6750338,mathilden-hospital.de,https://www.mathilden-hospital.de/de/,,,,Nordrhein-Westfalen
1890,Gut Großer Neuenhof - Klinik für Kinder- und Jugendpsychiatrie,50.7721299,6.0429705,,,Neuenhofer Weg,52074,Aachen,Nordrhein-Westfalen
1891,Marienhospital Bochum-Wattenscheid,51.4838166,7.1393068,,,,,,Nordrhein-Westfalen
1892,LVR Verbund Heilpädagogischer Hilfen (HPH),51.2868238,6.3512482,,,,,,Nordrhein-Westfalen
1893,Kinder- und Jugendpsychiatrie,51.2956429,6.3460926,,,,,,Nordrhein-Westfalen
1894,LWL Tagesklinik,51.5324607,7.6758324,,,Falkstraße,59423,Unna,Nordrhein-Westfalen
1895,Prosper-Hospital,51.6063328,7.1921393,prosper-hospital.de,https://www.prosper-hospital.de/,Mühlenstraße,45659,Recklinghausen,Nordrhein-Westfalen
1896,St. Bernhard-Hospital,51.491252,6.5161086,,,,,,Nordrhein-Westfalen
1897,Sana Kliniken Duisburg,51.3967835,6.7842709,sana.de,http://www.sana-duisburg.de/,Zu den Rehwiesen,47055,Duisburg,Nordrhein-Westfalen
1898,Facharztzentrum Mediplus Hilden,51.1685229,6.9438916,,,Walder Straße,40724,Hilden,Nordrhein-Westfalen
1899,Helios St. Johannes Klinik Duisburg,51.4899264,6.7610278,helios-kliniken.de,https://www.helios-kliniken.de/klinik/duisburg.html,An der Abtei,47166,Duisburg,Nordrhein-Westfalen
1900,Allgemeines Krankenhaus Viersen,51.2507988,6.381708,kinderhaus-viersen.de,https://www.kinderhaus-viersen.de/,,,,Nordrhein-Westfalen
1901,Klinik Wersbach,51.1071896,7.1183823,,,,,,Nordrhein-Westfalen
1902,St. Nikolaus-Hospital,51.740061,6.2935893,kkikk.de,http://www.kkikk.de/snh/index.html,Grabenstraße,47546,Kalkar,Nordrhein-Westfalen
1903,Klinikum Lippe Lemgo,52.0377286,8.9002791,,,Rintelner Straße,32657,Lemgo,Nordrhein-Westfalen
1904,vita nova Klinik,52.0872455,8.7440895,vitanova-kliniken.de,https://www.vitanova-kliniken.de/,Roonstraße,32105,Bad Salzuflen,Nordrhein-Westfalen
1905,Salzetalklinik,52.0941986,8.7610544,salzetal.deutsche-rentenversicherung-reha-zentren.de,https://salzetal.deutsche-rentenversicherung-reha-zentren.de,,,Bad Salzuflen,Nordrhein-Westfalen
1906,MediClin Fachklinik Rhein/Ruhr,51.3547584,6.9412661,fachklinik-rheinruhr.de,https://www.fachklinik-rheinruhr.de/,,,,Nordrhein-Westfalen
1907,Justizvollzugskrankenhaus Nordrhein-Westfalen,51.4782102,7.7826614,jvk.nrw.de,https://www.jvk.nrw.de/,,,,Nordrhein-Westfalen
1908,Raphaelsklinik,51.9590757,7.6304729,raphaelsklinik.de,https://www.raphaelsklinik.de/,,,,Nordrhein-Westfalen
1909,Reha-Klinik Lipperland,52.0900728,8.7566064,rehazentrum-badsalzuflen.de,http://www.rehazentrum-badsalzuflen.de/reha-zentrum-bad-salzuflen/klinik-lipperland/unsere-klinik/unsere-klinik.html,,32105,Bad Salzuflen,Nordrhein-Westfalen
1910,Asklepios Weserbergland-Klinik,51.7890648,9.3762815,asklepios.com,https://www.asklepios.com/hoexter/,Grüne Mühle,37671,Höxter,Nordrhein-Westfalen
1911,Marienhospital Herne,51.528691,7.2265212,marienhospital-herne.de,https://www.marienhospital-herne.de/,Hölkeskampring,44625,Herne,Nordrhein-Westfalen
1912,St. Marien-Hospital Borken,51.8421489,6.8608995,hospital-borken.de,https://www.hospital-borken.de/,,,,Nordrhein-Westfalen
1913,St. Vinzenz-Hospital Rhede,51.8398402,6.6927135,,,,,,Nordrhein-Westfalen
1914,St. Agnes Hospital,51.8555909,6.6270529,klinikum-westmuensterland.de,https://www.klinikum-westmuensterland.de/bocholt/,Barloer Weg,46397,Bocholt,Nordrhein-Westfalen
1915,Maria Frieden,51.9880491,7.817566,maria-frieden-telgte.de,https://www.maria-frieden-telgte.de/,Am Krankenhaus,48291,Telgte,Nordrhein-Westfalen
1916,St. Martinus-Hospital,51.0279623,7.8465989,martinus-hospital.de,http://www.martinus-hospital.de,Hospitalweg,57462,Olpe,Nordrhein-Westfalen
1917,St. Rochus Krankenhaus,51.8564146,9.0888281,,,Nieheimer Straße,32839,Steinheim,Nordrhein-Westfalen
1918,LWL-Tagesklinik für Psychotherapie,51.9614357,7.6411535,lwl.org,https://www.lwl-klinik-muenster.de/de/infoservice_fuer_patienten/medizinische_abteilungen_und_stationen/abteilung_spezielle_psychotherapie/tagesklinik-zumsandestrasse/,Zumsandestraße,48145,Münster,Nordrhein-Westfalen
1919,St. Barbara-Hospital,51.5748129,6.9873998,st-barbara-hospital.eu,https://st-barbara-hospital.eu/,Barbarastraße,45964,Gladbeck,Nordrhein-Westfalen
1920,Marien-Hospital,51.4451899,7.3374023,marien-hospital-witten.de,https://www.marien-hospital-witten.de/,Marienplatz,58452,Witten,Nordrhein-Westfalen
1921,Marien-Krankenhaus,50.9937501,7.1305487,,,,,,Nordrhein-Westfalen
